""
37AACCK8056H1ZB,Kanti Brothers Oils Pvt Ltd. Kurnool
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-01,20-21/LLF/106,52418,GSTR2B Input,01/11/2020,20-21/LLF/106,55976
Books,2020-11-01,20-21/CAM/116,17658,GSTR2B Input,01/11/2020,20-21/CAM/116,17658
37ACIFS7105A1ZD,Sree Vijaya Krishna Hospitality Services Vizag
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-02,3,187384,,,,
33AAKCA4972C1ZU,Artex Trends (India) Pvt Ltd CHN
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-25,300/20-21,27702,GSTR2B Input,04/11/2020,300/20-21,27702
Books,2020-11-25,301/20-21,7043,GSTR2B Input,04/11/2020,301/20-21,7043
Books,2020-11-25,345/20-21,14538,GSTR2B Input,13/11/2020,345/20-21,14538
Books,2020-11-25,346/20-21,5667,GSTR2B Input,13/11/2020,346/20-21,5667
Books,2020-11-28,298/20-21,2718,GSTR2B Input,03/11/2020,298/20-21,2718
,,,,GSTR2B Input,08/10/2020,184/20-21,2535
,,,,GSTR2B Input,10/10/2020,192/20-21,14482
,,,,GSTR2B Input,19/10/2020,240/20-21,27916
,,,,GSTR2B Input,19/10/2020,241/20-21,49586
,,,,GSTR2B Input,19/10/2020,242/20-21,29497
,,,,GSTR2B Input,19/10/2020,243/20-21,37920
,,,,GSTR2B Input,19/11/2020,358/20-21,13488
19ABSPV0625R1ZL,Kkt - Krishna Marketing
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-17,441/8,6325,,,,
,,,,GSTR2B Input,01/09/2020,184/20-21/7,155336
,,,,GSTR2B Input,01/09/2020,184/20-21/7,155336
,,,,GSTR2B Input,05/10/2020,439/20-21/7,30149
,,,,GSTR2B Input,05/10/2020,440/20-21/7,65754
,,,,GSTR2B Input,05/10/2020,441/20-21/8,6325
37AASCS5193H1ZN,Signum Digital Networks Pvt Ltd - Vijayawada
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-18,279543,1356,,,,
37AACCW3784A1ZC,Webmax Network Solutions Pvt Ltd - Vijayawada
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-18,WM184,1120,,,,
,,,,GSTR2B Input,01/10/2020,WM175,1120
36AADCS3224N1Z7,Stallion Systems & Solutions Hyderabad
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-18,GH2021-1052,7080,,,,
37BNAPS9136H1ZN,P.C.Technology Vijayawada
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-18,PCTI/20-21/1467,10620,,,,
Books,2020-11-21,PCTI/20-21/1474,35900,,,,
37AEMPV1330E1ZI,Krishna Computer Peripherals Vijayawada
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-18,12920,102300,,,,
,,,,GSTR2B Input,07/10/2020,10587,72000
37AAHCP8334J1ZZ,PI Data Centers Pvt Ltd. Mangalagiri
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-18,3448,524250,,,,
Books,2020-11-18,3448,-531000,,,,
37AAACU2715M3Z4,Uni Ads Guntur
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-18,31GNT2021,18174,GSTR2B Input,07/11/2020,31GNT2021,18408
Books,2020-11-18,32GNT2021,18174,GSTR2B Input,07/11/2020,32GNT2021,18408
Books,2020-11-18,33GNT2021,27261,GSTR2B Input,07/11/2020,33GNT2021,27612
Books,2020-11-18,267WGL2021,15145,,,,
,,,,GSTR2B Input,06/10/2020,26GNT2021,30976
,,,,GSTR2B Input,06/10/2020,27GNT2021,39648
37AADCP8835C1ZC,Prakash Arts Pvt Limited Vijayawada
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-18,PAPLSRYI20210036,55920,GSTR2B Input,06/10/2020,PAPLSRYI20210036,56640
Books,2020-11-30,PAPLSRYI20210039,31455,GSTR2B Input,12/10/2020,PAPLSRYI20210039,31860
37BZEPD5214R1Z2,C ADS - Vijayawada
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-18,GST-464/20-21,1240,,,,
Books,2020-11-24,GST-432/20-21,8442,,,,
Books,2020-11-24,GST-433/20-21,4934,,,,
,,,,GSTR2B Input,20/10/2020,GST-431,8372
,,,,GSTR2B Input,20/10/2020,GST-432,8496
,,,,GSTR2B Input,20/10/2020,GST-433,4966
,,,,GSTR2B Input,20/10/2020,GST-434,113398
,,,,GSTR2B Input,27/10/2020,GST-464,1248
33BJSPD6343R1ZK,Vetri Digital & Signs Tiruvannamalai
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-18,0422,11725,,,,
36ACOFS7031H2ZT,Symmbol Digitals Hyderabad
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-18,58,15290,,,,
Books,2020-11-18,78,321249,,,,
Books,2020-11-18,87,38416,,,,
,,,,GSTR2B Input,02/11/2020,0312,325385
,,,,GSTR2B Input,30/11/2020,0433,13906.3
,,,,GSTR2B Input,30/11/2020,0434,44145
37ADGPN8125L1Z4,Hi-Tec Vijayawada
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-18,172,111953,GSTR2B Input,30/10/2020,172,111953
Books,2020-11-18,174,13650,GSTR2B Input,30/10/2020,174,13650
Books,2020-11-18,173,6090,GSTR2B Input,30/10/2020,173,6090
Books,2020-11-18,175,13542,GSTR2B Input,30/10/2020,175,13629
Books,2020-11-30,214,3389,,,,
Books,2020-11-30,217,3389,,,,
Books,2020-11-30,218,22988,,,,
Books,2020-11-30,219,246,,,,
Books,2020-11-30,220,3389,,,,
Books,2020-11-30,221,2033,,,,
Books,2020-11-30,216,51920,,,,
37AAEAT5967E1Z4,trendset Mall Owners Society Vja
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-18,TMOS/CAM/107,17122,,,,
Books,2020-11-18,TMOS/CAM/108,16767,,,,
Books,2020-11-18,TMOS/EB/137,14723,,,,
Books,2020-11-18,TMOS/EB/138,3079,,,,
21AAACE7323H1Z4,Eastern Media Limited Rourkela
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-18,BH-20-675349,59119,GSTR2B Input,18/10/2020,BH-20-675349,59976
Books,2020-11-18,BH-20-676254,59119,GSTR2B Input,25/10/2020,BH-20-676254,59976
21AAACL8571E1ZR,Lifeline Multiventures Pvt Ltd. Bhubaneshwar
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-18,LMPL-1301,65803,,,,
Books,2020-11-18,LMPL-1357,23412,,,,
,,,,GSTR2B Input,01/10/2020,LMPL-1044,70269
,,,,GSTR2B Input,01/10/2020,LMPL-1101,23412.38
,,,,GSTR2B Input,01/09/2020,LMPL-0841,70269
,,,,GSTR2B Input,01/09/2020,LMPL-0902,23412.38
27CMCPS0561C1ZA,Alok Labels and Tags
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-18,327/20-21,19152,,,,
Books,2020-11-18,328/20-21,26384,,,,
Books,2020-11-18,329/20-21,6955,,,,
Books,2020-11-18,330/20-21,2352,,,,
Books,2020-11-25,374/20-21,43596,GSTR2B Input,17/11/2020,374/20-21,43596
,,,,GSTR2B Input,28/11/2020,425/20-21,17640
32AAVFS9557P1ZZ,Enklm - Shreyas Marketing
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-18,8,78447,GSTR2B Input,02/11/2020,8,78447
Books,2020-11-18,8,78447,GSTR2B Input,02/11/2020,8,78447
Books,2020-11-18,6,1795625,GSTR2B Input,02/11/2020,6,1795625
Books,2020-11-18,6,1795625,GSTR2B Input,02/11/2020,6,1795625
Books,2020-11-18,7,43817,GSTR2B Input,02/11/2020,7,43817
Books,2020-11-30,hs010,77350,,,,
,,,,GSTR2B Input,30/11/2020,HS010,82600
37ABPPB1383H1ZM,Rajesh Medical Agencies - Vijayawada
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-19,AC0007235,250,,,,
Books,2020-11-19,AC0006723,125,,,,
Books,2020-11-25,AC0007609,250,,,,
37AQBFS8107M1ZD,K M Electronics - Vijayawada
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-19,826,531,,,,
37AACCC5750A1Z2,Chandana Brothers Multi Complex Pvt Ltd - Visakhapatnam
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-19,SIG2021-022,14562,GSTR2B Input,30/11/2020,SIG2021-022,14750
37ACDPE2165K2ZN,Swathi Lakshmi Garments (Prod) - Guntur
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-19,108,8757,GSTR2B Input,10/11/2020,108,8820.0
Books,2020-11-19,111,18245,GSTR2B Input,17/11/2020,111,18375.0
Books,2020-11-19,114,205,GSTR2B Input,18/11/2020,114,205.8
Books,2020-11-20,107,1181,GSTR2B Input,05/11/2020,107,1189.65
Books,2020-11-20,109,374500,GSTR2B Input,11/11/2020,109,377195.7
Books,2020-11-20,110,15354,GSTR2B Input,12/11/2020,110,15465.45
Books,2020-11-23,115,8757,GSTR2B Input,15/11/2020,115,8820.0
Books,2020-11-27,117,61743,GSTR2B Input,21/11/2020,117,62186.25
Books,2020-11-27,123,127073,GSTR2B Input,25/11/2020,123,127987.7
Books,2020-11-27,121,79697,GSTR2B Input,25/11/2020,121,80270.4
Books,2020-11-30,118,7297,GSTR2B Input,21/11/2020,118,7350.0
Books,2020-11-30,119,2190,GSTR2B Input,23/11/2020,119,2205.0
Books,2020-11-30,120,6029,GSTR2B Input,25/11/2020,120,6071.1
Books,2020-11-30,124,188612,GSTR2B Input,28/11/2020,124,19969.2
Books,2020-11-30,125,171930,GSTR2B Input,30/11/2020,125,173167.1
,,,,GSTR2B Input,20/06/2020,24,8872.5
,,,,GSTR2B Input,27/06/2020,25,8155.36
,,,,GSTR2B Input,30/06/2020,27,18375.0
,,,,GSTR2B Input,15/06/2020,83,285049.8
,,,,GSTR2B Input,17/06/2020,89,18427.5
,,,,GSTR2B Input,05/06/2020,sl77,8309.7
,,,,GSTR2B Input,24/06/2020,sl90,18427.5
,,,,GSTR2B Input,03/09/2020,61,7350.0
,,,,GSTR2B Input,03/09/2020,62,7350.0
,,,,GSTR2B Input,04/09/2020,63,206134.0
,,,,GSTR2B Input,05/09/2020,64,5145.0
,,,,GSTR2B Input,07/09/2020,65,7350.0
,,,,GSTR2B Input,08/09/2020,66,7350.0
,,,,GSTR2B Input,18/09/2020,67,5512.5
,,,,GSTR2B Input,19/09/2020,68,127318.8
,,,,GSTR2B Input,19/09/2020,69,15222.9
,,,,GSTR2B Input,19/09/2020,70,5145.0
,,,,GSTR2B Input,21/09/2020,71,121413.6
,,,,GSTR2B Input,21/09/2020,72,7350.0
,,,,GSTR2B Input,22/09/2020,73,5880.0
,,,,GSTR2B Input,24/09/2020,74,46986.45
,,,,GSTR2B Input,25/09/2020,75,4109.7
,,,,GSTR2B Input,25/09/2020,76,5880.0
,,,,GSTR2B Input,26/09/2020,77,2572.5
,,,,GSTR2B Input,29/09/2020,78,94233.3
,,,,GSTR2B Input,29/09/2020,79,12329.1
,,,,GSTR2B Input,30/09/2020,80,72643.2
,,,,GSTR2B Input,30/09/2020,81,8743.35
,,,,GSTR2B Input,06/07/2020,29,17640.0
,,,,GSTR2B Input,10/07/2020,30,13230.0
,,,,GSTR2B Input,16/07/2020,32,13965.0
,,,,GSTR2B Input,25/07/2020,33,11025.0
,,,,GSTR2B Input,25/07/2020,34,21315.0
,,,,GSTR2B Input,29/07/2020,35,7350.0
,,,,GSTR2B Input,30/07/2020,36,7350.0
,,,,GSTR2B Input,22/10/2020,100,123526.2
,,,,GSTR2B Input,28/10/2020,101,2205.0
,,,,GSTR2B Input,29/10/2020,102,129780.0
,,,,GSTR2B Input,30/10/2020,103,129780.0
,,,,GSTR2B Input,30/10/2020,104,3091.2
,,,,GSTR2B Input,30/10/2020,105,5409.6
,,,,GSTR2B Input,30/10/2020,106,1008.0
,,,,GSTR2B Input,01/10/2020,84,3689.7
,,,,GSTR2B Input,05/10/2020,86,4777.5
,,,,GSTR2B Input,06/10/2020,87,7717.5
,,,,GSTR2B Input,09/10/2020,90,9187.5
,,,,GSTR2B Input,09/10/2020,91,5145.0
,,,,GSTR2B Input,13/10/2020,93,19250.7
,,,,GSTR2B Input,14/10/2020,94,10915.8
,,,,GSTR2B Input,15/10/2020,95,6813.45
,,,,GSTR2B Input,15/10/2020,96,8452.5
,,,,GSTR2B Input,14/10/2020,97,12727.0
,,,,GSTR2B Input,15/10/2020,98,4233.6
,,,,GSTR2B Input,21/10/2020,99,212050.7
,,,,GSTR2B Input,14/08/2020,240,5563.96
,,,,GSTR2B Input,18/08/2020,242,7350.0
,,,,GSTR2B Input,01/08/2020,37,7239.76
,,,,GSTR2B Input,01/08/2020,38,3711.76
,,,,GSTR2B Input,03/08/2020,3940,195345.16
,,,,GSTR2B Input,03/08/2020,41,3417.76
,,,,GSTR2B Input,04/08/2020,43,84465.16
,,,,GSTR2B Input,04/08/2020,44,33959.1
,,,,GSTR2B Input,05/08/2020,45,394322.26
,,,,GSTR2B Input,11/08/2020,47,7350.0
,,,,GSTR2B Input,12/08/2020,48,7239.76
,,,,GSTR2B Input,14/08/2020,49,7350.0
29AAICA3918J1ZE,Amazon Seller Services Pvt Ltd - Bangalore
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-19,AP-2021-295,-399,,,,
Books,2020-11-19,KA-2021-100859,-671,,,,
Books,2020-11-26,ADS-2021-64430,1787,,,,
Books,2020-11-26,KA-2021-168520,6157,,,,
Books,2020-11-26,KA-2021-449510,636,,,,
,,,,GSTR2B Input,31/10/2020,KA-2021-687820-1,720.22
,,,,GSTR2B Input,30/11/2020,KA-2021-857272,184.58
33AACCT8028N1Z1,Thermo Housewares Pvt Ltd - Kanchipuram
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-19,V-528,557550,GSTR2B Input,04/11/2020,V-528,557550
Books,2020-11-19,V-543,619500,GSTR2B Input,06/11/2020,V-543,619500
Books,2020-11-19,V-576,309750,GSTR2B Input,12/11/2020,V-576,309750
Books,2020-11-21,V-553,743400,GSTR2B Input,10/11/2020,V-553,743400
Books,2020-11-25,V-599,619500,GSTR2B Input,21/11/2020,V-599,619500
Books,2020-11-30,V-612,619500,GSTR2B Input,27/11/2020,V-612,619500
Books,2020-11-30,V-618,557550,GSTR2B Input,30/11/2020,V-618,557550
,,,,GSTR2B Input,17/10/2020,V-446,421260
,,,,GSTR2B Input,19/10/2020,V-451,421260
,,,,GSTR2B Input,19/10/2020,V-453,309750
,,,,GSTR2B Input,22/10/2020,V-471,619500
,,,,GSTR2B Input,24/10/2020,V-477,619500
,,,,GSTR2B Input,28/10/2020,V-489,619500
,,,,GSTR2B Input,31/10/2020,V-506,495600
09AAHPJ5873H1ZC,Ramanju Unisons - Noida
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-19,RU-021/20-21,310496,,,,
Books,2020-11-24,RU-020/20-21,726022,,,,
27AAAFX2379R1ZC,X-Fit Jeans LLP Mumbai (Purchases)
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-19,055/2020-21,1266773,,,,
Books,2020-11-23,056/2020-21,562695,,,,
Books,2020-11-30,057/2020-21,455831,,,,
37AUTPC8348Q1ZK,Sri Durga Arts - Visakhapatnam
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-21,517,2408,,,,
07ASFPS8529K1Z2,Shree Krishna Advertisers Delhi
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-21,29,3066,,,,
37FTKPS5113Q1ZT,Sai AgenciesVijayawada
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-23,825,1000,GSTR2B Input,21/11/2020,825,1000
37AAACO2543H2ZK,OTS Advertising (P) Ltd. Vja.
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-23,V1000005,43936,,,,
Books,2020-11-23,V1000003,36067,,,,
Books,2020-11-23,V1000008,52769,,,,
Books,2020-11-23,V1000011,25764,,,,
Books,2020-11-23,V1000012,17650,,,,
Books,2020-11-23,V1000013,37161,,,,
Books,2020-11-23,V1000014,33258,,,,
Books,2020-11-23,V1000015,75995,,,,
Books,2020-11-23,V1000016,49795,,,,
Books,2020-11-23,V1000017,35305,,,,
Books,2020-11-23,V1000018,32132,,,,
Books,2020-11-23,V1000019,36285,,,,
Books,2020-11-23,V1000021,32132,,,,
Books,2020-11-23,V1000022,32573,,,,
Books,2020-11-30,V1000006,78614,,,,
,,,,GSTR2B Input,04/11/2020,V1100004,26137
,,,,GSTR2B Input,11/11/2020,V1100005,36756
,,,,GSTR2B Input,11/11/2020,V1100006,24504
,,,,GSTR2B Input,12/11/2020,V1100007,29782
,,,,GSTR2B Input,18/11/2020,V1100010,19604
37AEQPR4198N1ZB,Dhanraaj Silver.Tenali
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-23,03,175100,,,,
Books,2020-11-30,4,9185,,,,
27AAOPT9176E1ZZ,Impact Advertising.Jalna
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-23,IA 023/20-21,43324,,,,
27AAACE0309B1ZG,Britacel Silicones Ltd.Mumbai
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-23,100/M-2021,24190,,,,
Books,2020-11-23,107/M-2021,23600,,,,
37BEWPB8368B1Z5,Just Pets Vijayawada
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-24,JP0000675,6890,,,,
37ADAPN3943Q1Z0,Wood & Wud Vijayawada
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-24,GST-84,5022,,,,
37ACBPM6492P1ZU,Navajyothi Paper Agency Vijayawada
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-25,485,8400,,,,
,,,,GSTR2B Input,25/11/2020,2020-21/485,8400
27AKSPP6747K1Z6,Akshar Leather Naka Dahisar East Mumbai
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-25,244,9076,,,,
Books,2020-11-25,245,12156,,,,
37AAICA3918J2ZG,Amazon Seller Services Pvt Ltd - Bangalore
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-26,KA-2021-382,2647,,,,
Books,2020-11-26,KA-2021-630,648,,,,
Books,2020-11-26,KA-2021-993,138,,,,
,,,,GSTR2B Input,31/10/2020,AP-2021-1398,252.27
,,,,GSTR2B Input,31/10/2020,AP-2021-1398-1,252.27
,,,,GSTR2B Input,30/11/2020,AP-2021-1789,111.85
37ABUPD8679F1ZY,Balaji Paper Products Vijayawada
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-26,502,2863,,,,
Books,2020-11-30,515,638,,,,
,,,,GSTR2B Input,12/10/2020,375,1904
,,,,GSTR2B Input,20/10/2020,400,3422
37AACFK8952H2ZZ,Komandoor & Co LLP - Vijayawada
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-26,kc/vja/20-21/96,7735,,,,
32AAKFH2196L1Z4,Kzcd - Himaya Investments
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-27,ST51,390722,,,,
Books,2020-11-27,ST52,76109,,,,
,,,,GSTR2B Input,12/11/2020,ST51/20-21,390722
,,,,GSTR2B Input,12/11/2020,ST52/20-21,76109
37AJLPB8101F1ZJ,R.M.Agencies Vijayawada
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-28,RM0004560,9105,GSTR2B Input,26/11/2020,RM0004560,9105
Books,2020-11-28,RM0004532,1821,GSTR2B Input,25/11/2020,RM0004532,1821
37AAMFA3448A1ZP,Arihant Stores Vijayawada
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-28,42,66235,,,,
,,,,GSTR2B Input,22/09/2020,IN-23,1800
37AQHPD9565A1ZV,Views Vijayawada
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-28,26,35175,,,,
06AABCF5150G1ZZ,Face Book India Online Service Pvt Ltd.
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-30,514-101194614,71101,,,,
37AAMCS0171P1ZS,Sai Swarna Automobiles Vijayawada
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-30,8183,52857,,,,
37AAATC0188R3Z6,Confederation of Indian Industry Vijayawada
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-30,37SR20-21SL00050,23600,,,,
37AAIFS3943C1Z7,Misrimall Motilal & Co. Vijayawada
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-30,545,720,,,,
37AAGCM8610F1ZH,Max Detective and Gaurding Services Pvt Ltd.. - Vja
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-30,2987,135140,,,,
37ACWPK3758K1ZQ,Koganti Usha Vijayawada
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-30,november'20,703791,,,,
37AEVPS1884H1ZN,Sunkara Padma Vijayawada
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-30,november'20,598269,,,,
36AANFT9234A1Z3,Telebu Communications LLP - Hyderabad
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-30,TELEBU/1120/0551,151450,,,,
37AEPPK9198E1ZS,Kolluru Kanakaraju Visakhapatnam
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-30,NOV/20-21/2,45581,GSTR2B Input,30/11/2020,NOV/20-21/2,48675
37AEPPK9199F1ZP,Kolluru Bheemeswara Rao Visakhapatnam
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-30,NOV/20-21/2,45581,GSTR2B Input,30/11/2020,NOV/20-21/2,48675
20AFWPS5637N1ZN,Chandrakant Soni (Shakt Jewllers) Jamshedpur
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-30,CS/REN/22,58012,,,,
29AABCF0520E1Z7,EBIX Travels Pvt Ltd. Bangalore
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-30,BS2021A1208132,11642,,,,
Books,2020-11-30,BS2021A1281105,11291,,,,
Books,2020-11-30,BS2021A1294111,7446,,,,
Books,2020-11-30,BS2021A1379791,11642,,,,
Books,2020-11-30,BS2021A1398488,3078,,,,
Books,2020-11-30,BS2021A1402484,8062,,,,
Books,2020-11-30,BS2021A1402199,3683,,,,
Books,2020-11-30,BS2021A1402239,7746,,,,
27AADCF9667N1ZS,Four Aces Fashion House Pvt Ltd - Mumbai
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-30,FHOSRV20-21-0002,41300,,,,
37AIHPA2666H1ZC,Balaji Photo Frames & Materials Vijayawada
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-30,153,7137,GSTR2B Input,28/11/2020,153,7136.64
18AAFCT0838F3ZB,Rivigo Services Pvt Ltd. Visakhapatnam
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-30,CZIMP20210000936,1539,,,,
Books,2020-11-30,CZIMR20210004930,5765,,,,
Books,2020-11-30,CZIPB20210001880,1740,,,,
Books,2020-11-30,CZIWB20210003793,1096,,,,
Books,2020-11-30,CZIUP20210002387,3491,,,,
Books,2020-11-30,CZIUP20210002378,41032,,,,
Books,2020-11-30,CZIOD20210000459,4316,,,,
Books,2020-11-30,CZIMH20210005798,1477,,,,
Books,2020-11-30,CZIMH20210005797,6517,,,,
37ACFPJ4285P1ZY,Lalith Kumar Jain Visakhapatnam
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-30,2020-21/TW/33,133705,,,,
19AACCB6216G1ZU,Bengal Grafix Pvt Ltd.Kolkata
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-30,BGPL/20-21/0295,1478,GSTR2B Input,05/10/2020,BGPL/20-21/0295,1478
Books,2020-11-30,BGPL/20-21/0296,572,GSTR2B Input,05/10/2020,BGPL/20-21/0296,572
Books,2020-11-30,BGPL/20-21/0296,572,GSTR2B Input,05/10/2020,BGPL/20-21/0296,572
Books,2020-11-30,BGPL/20-21/0297,3958,GSTR2B Input,05/10/2020,BGPL/20-21/0297,3958
Books,2020-11-30,BGPL/20-21/0297,3958,GSTR2B Input,05/10/2020,BGPL/20-21/0297,3958
37AAACK4409J1ZJ,Kotak Mahindra Bank A/c No.309044006949
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-30,nov'20,5900,,,,
,,,,GSTR2B Input,26/11/2020,KB00000371440826,5900
27AAACH2702H3ZY,All Bankers - HDFC/KMBL
Source,Date,Narration,Gross Total,GST Source,Invoice Date,Invoice number,Invoice Value
Books,2020-11-30,november 2020,28674,,,,
,,,,GSTR2B Input,30/11/2020,MAP2033507560278,1295.64
,,,,GSTR2B Input,30/11/2020,MAP2033507608771,1253.55
,,,,GSTR2B Input,30/11/2020,MAP2033507662395,1682.47
,,,,GSTR2B Input,30/11/2020,MAP2033507686667,1801.85
,,,,GSTR2B Input,30/11/2020,MAP2033507969334,373.39
,,,,GSTR2B Input,30/11/2020,MAP2033508335778,3950.6
,,,,GSTR2B Input,30/11/2020,MAP2033508335781,2506.13
,,,,GSTR2B Input,30/11/2020,MAP2033508335784,3957.08
,,,,GSTR2B Input,30/11/2020,MAP2033508335787,1764.11
,,,,GSTR2B Input,30/11/2020,MAP2033508335790,1154.09
,,,,GSTR2B Input,30/11/2020,MAP2033508335793,798.45
,,,,GSTR2B Input,30/11/2020,MAP2033508348698,270.05
,,,,GSTR2B Input,30/11/2020,MAP2033508458024,1295.64
,,,,GSTR2B Input,30/11/2020,MAP2033508461343,3836.73
,,,,GSTR2B Input,30/11/2020,MAP2033508464203,2734.3
30AALCA4699P2ZZ,All Travelling Agencies - Air/Train/Bus
